team,stage,opponent,meet_prob
Ivory Coast,R16,Portugal,0.00737
Ivory Coast,R16,Scotland,0.0065
Ivory Coast,R16,Colombia,0.00637
Ivory Coast,R16,Tunisia,0.00499
Ivory Coast,R16,Norway,0.0048
Ivory Coast,R16,Mexico,0.00479
Ivory Coast,R16,Iran,0.00444
Ivory Coast,R16,Switzerland,0.00424
Ivory Coast,R16,Canada,0.0031
Ivory Coast,R16,Uzbekistan,0.00289
Ivory Coast,R16,Czechia,0.00238
Ivory Coast,R16,Egypt,0.00231
Ivory Coast,R16,South Korea,0.00229
Ivory Coast,R16,DR Congo,0.0019
Ivory Coast,R16,Panama,0.00172
Ivory Coast,R16,United States,0.00164
Ivory Coast,R16,Turkey,0.00153
Ivory Coast,R16,Algeria,0.00136
Ivory Coast,R16,Austria,0.00121
Ivory Coast,R16,Paraguay,0.00118
Ivory Coast,R16,Australia,0.00114
Ivory Coast,R16,Uruguay,0.00112
Ivory Coast,R16,Saudi Arabia,0.00086
Ivory Coast,R16,South Africa,0.00085
Ivory Coast,R16,Cape Verde,0.00083
Ivory Coast,R16,Bosnia and Herzegovina,0.00058
Ivory Coast,R16,Iraq,0.00056
Ivory Coast,R16,Ghana,0.00054
Ivory Coast,R16,New Zealand,0.00045
Ivory Coast,R16,Argentina,0.00041
Ivory Coast,R16,Haiti,0.00038
Ivory Coast,R16,Jordan,0.0003
Ivory Coast,R16,Spain,0.00029
Ivory Coast,R16,Qatar,0.00017
Ivory Coast,R32,Senegal,0.12027
Ivory Coast,R32,Norway,0.09404
Ivory Coast,R32,Mexico,0.09265
Ivory Coast,R32,France,0.05148
Ivory Coast,R32,Czechia,0.03662
Ivory Coast,R32,Turkey,0.03161
Ivory Coast,R32,South Korea,0.03057
Ivory Coast,R32,United States,0.02889
Ivory Coast,R32,Paraguay,0.02823
Ivory Coast,R32,Portugal,0.02723
Ivory Coast,R32,Australia,0.02586
Ivory Coast,R32,Scotland,0.02454
Ivory Coast,R32,England,0.02227
Ivory Coast,R32,Colombia,0.02027
Ivory Coast,R32,Iraq,0.01629
Ivory Coast,R32,Morocco,0.01599
Ivory Coast,R32,Switzerland,0.01334
Ivory Coast,R32,Croatia,0.01079
Ivory Coast,R32,Canada,0.01073
Ivory Coast,R32,Brazil,0.00941
Ivory Coast,R32,Haiti,0.00834
Ivory Coast,R32,South Africa,0.0071
Ivory Coast,R32,Belgium,0.00597
Ivory Coast,R32,Iran,0.00245
Ivory Coast,R32,Sweden,0.00199
Ivory Coast,R32,Panama,0.0019
Ivory Coast,R32,Japan,0.00163
Ivory Coast,R32,Tunisia,0.00157
Ivory Coast,R32,Bosnia and Herzegovina,0.0014
Ivory Coast,R32,Uzbekistan,0.00124
Ivory Coast,R32,Egypt,0.00113
Ivory Coast,R32,Ghana,0.00101
Ivory Coast,R32,DR Congo,0.0008
Ivory Coast,R32,Netherlands,0.00068
Ivory Coast,R32,Qatar,0.00044
Ivory Coast,R32,New Zealand,0.00021
Ivory Coast,SF,Argentina,0.00748
Ivory Coast,SF,Portugal,0.00521
Ivory Coast,SF,Spain,0.00459
Ivory Coast,SF,Colombia,0.00357
Ivory Coast,SF,Uruguay,0.00198
Ivory Coast,SF,Belgium,0.00135
Ivory Coast,SF,England,0.00111
Ivory Coast,SF,Switzerland,0.00111
Ivory Coast,SF,France,0.00088
Ivory Coast,SF,Croatia,0.00063
Ivory Coast,SF,Germany,0.00054
Ivory Coast,SF,Brazil,0.00052
Ivory Coast,SF,Austria,0.00051
Ivory Coast,SF,Turkey,0.00047
Ivory Coast,SF,Algeria,0.00043
Ivory Coast,SF,Canada,0.00039
Ivory Coast,SF,Iran,0.00037
Ivory Coast,SF,Paraguay,0.00037
Ivory Coast,SF,Netherlands,0.00037
Ivory Coast,SF,United States,0.00036
Ivory Coast,SF,Australia,0.00025
Ivory Coast,SF,Ecuador,0.00025
Ivory Coast,SF,Senegal,0.00023
Ivory Coast,SF,Morocco,0.00017
Ivory Coast,SF,Japan,0.00017
Ivory Coast,SF,South Korea,0.00016
Ivory Coast,SF,Czechia,0.00015
Ivory Coast,SF,Mexico,0.00013
Ivory Coast,SF,Egypt,0.00013
Ivory Coast,SF,Norway,7e-05
Ivory Coast,SF,Panama,6e-05
Ivory Coast,SF,Scotland,5e-05
Ivory Coast,SF,Sweden,4e-05
Ivory Coast,SF,Uzbekistan,4e-05
Ivory Coast,SF,DR Congo,3e-05
Ivory Coast,SF,Saudi Arabia,2e-05
Ivory Coast,SF,Bosnia and Herzegovina,2e-05
Ivory Coast,SF,Tunisia,1e-05
Ivory Coast,SF,South Africa,1e-05
Ivory Coast,SF,Iraq,1e-05
Ivory Coast,SF,Qatar,1e-05
Japan,FINAL,Argentina,0.00461
Japan,FINAL,France,0.00343
Japan,FINAL,Portugal,0.00312
Japan,FINAL,Spain,0.00311
Japan,FINAL,England,0.00229
Japan,FINAL,Brazil,0.00217
Japan,FINAL,Netherlands,0.00179
Japan,FINAL,Colombia,0.00168
Japan,FINAL,Germany,0.00095
Japan,FINAL,Uruguay,0.00083
Japan,FINAL,Croatia,0.00067
Japan,FINAL,Senegal,0.00063
Japan,FINAL,Morocco,0.00058
Japan,FINAL,Belgium,0.00054
Japan,FINAL,Switzerland,0.00035
Japan,FINAL,Austria,0.00022
Japan,FINAL,Ecuador,0.00021
Japan,FINAL,Algeria,0.0002
Japan,FINAL,Turkey,0.00018
Japan,FINAL,Mexico,0.00016
Japan,FINAL,Canada,0.00015
Japan,FINAL,Ivory Coast,0.00015
Japan,FINAL,Iran,0.00012
Japan,FINAL,Czechia,0.00011
Japan,FINAL,Paraguay,0.00011
Japan,FINAL,United States,9e-05
Japan,FINAL,Scotland,7e-05
Japan,FINAL,South Korea,6e-05
Japan,FINAL,Egypt,6e-05
Japan,FINAL,Australia,5e-05
Japan,FINAL,Sweden,4e-05
Japan,FINAL,Norway,4e-05
Japan,FINAL,Panama,3e-05
Japan,FINAL,Tunisia,2e-05
Japan,FINAL,South Africa,2e-05
Japan,FINAL,Saudi Arabia,1e-05
Japan,FINAL,Cape Verde,1e-05
Japan,FINAL,DR Congo,1e-05
Japan,QF,France,0.04775
Japan,QF,England,0.02665
Japan,QF,Germany,0.01883
Japan,QF,Netherlands,0.01102
Japan,QF,Mexico,0.01014
Japan,QF,Croatia,0.00899
Japan,QF,Senegal,0.00745
Japan,QF,Ecuador,0.007
Japan,QF,Brazil,0.00555
Japan,QF,Morocco,0.00519
Japan,QF,Czechia,0.00348
Japan,QF,Ivory Coast,0.00309
Japan,QF,South Korea,0.0026
Japan,QF,Scotland,0.0025
Japan,QF,Sweden,0.00249
Japan,QF,Colombia,0.00227
Japan,QF,Norway,0.00222
Japan,QF,Portugal,0.00218
Japan,QF,Switzerland,0.00182
Japan,QF,Turkey,0.00159
Japan,QF,Uruguay,0.00136
Japan,QF,Australia,0.00134
Japan,QF,Canada,0.00129
Japan,QF,United States,0.00122
Japan,QF,Spain,0.00118
Japan,QF,Paraguay,0.00101
Japan,QF,Tunisia,0.00092
Japan,QF,Uzbekistan,0.00082
Japan,QF,DR Congo,0.00056
Japan,QF,South Africa,0.00041
Japan,QF,Panama,0.00041
Japan,QF,Argentina,0.00041
Japan,QF,Saudi Arabia,0.00029
Japan,QF,Algeria,0.00027
Japan,QF,Austria,0.00026
Japan,QF,Belgium,0.00024
Japan,QF,Cape Verde,0.00017
Japan,QF,Bosnia and Herzegovina,0.00015
Japan,QF,Iran,0.00014
Japan,QF,Haiti,0.00013
Japan,QF,Ghana,0.00012
Japan,QF,Egypt,0.00011
Japan,QF,Iraq,0.0001
Japan,QF,Qatar,4e-05
Japan,QF,New Zealand,3e-05
Japan,QF,Jordan,3e-05
Japan,QF,Curaçao,3e-05
Japan,R16,Germany,0.0407
Japan,R16,Ecuador,0.03324
Japan,R16,Senegal,0.03248
Japan,R16,Switzerland,0.03243
Japan,R16,Canada,0.02917
Japan,R16,Czechia,0.0248
Japan,R16,Mexico,0.02299
Japan,R16,France,0.0227
Japan,R16,South Korea,0.02193
Japan,R16,Norway,0.02104
Japan,R16,Ivory Coast,0.01685
Japan,R16,Bosnia and Herzegovina,0.00695
Japan,R16,South Africa,0.00635
Japan,R16,Australia,0.00257
Japan,R16,Turkey,0.00237
Japan,R16,United States,0.00223
Japan,R16,Qatar,0.00222
Japan,R16,Paraguay,0.002
Japan,R16,Iraq,0.00175
Japan,R16,Belgium,0.00164
Japan,R16,Morocco,0.0015
Japan,R16,Scotland,0.00109
Japan,R16,Brazil,0.00101
Japan,R16,England,0.00063
Japan,R16,Iran,0.00059
Japan,R16,Colombia,0.00058
Japan,R16,Portugal,0.00055
Japan,R16,Curaçao,0.00037
Japan,R16,Egypt,0.0003
Japan,R16,Haiti,0.00029
Japan,R16,Croatia,0.00026
Japan,R16,DR Congo,9e-05
Japan,R16,Panama,8e-05
Japan,R16,Saudi Arabia,6e-05
Japan,R16,Cape Verde,6e-05
Japan,R16,Uzbekistan,6e-05
Japan,R16,Uruguay,4e-05
Japan,R16,Ghana,4e-05
Japan,R16,New Zealand,2e-05
Japan,R16,Spain,2e-05
Japan,R32,Brazil,0.26821
Japan,R32,Morocco,0.20197
Japan,R32,Scotland,0.12446
Japan,R32,France,0.12359
Japan,R32,Senegal,0.02573
Japan,R32,Haiti,0.0241
Japan,R32,Norway,0.0112
Japan,R32,Germany,0.00641
Japan,R32,Ecuador,0.0033
Japan,R32,Turkey,0.00184
Japan,R32,Ivory Coast,0.00163
Japan,R32,Paraguay,0.0015
Japan,R32,United States,0.00143
Japan,R32,Mexico,0.00123
Japan,R32,Switzerland,0.0012
Japan,R32,Australia,0.00118
Japan,R32,Canada,0.00111
Japan,R32,Iraq,0.00107
Japan,R32,Czechia,0.00041
Japan,R32,South Korea,0.00031
Japan,R32,South Africa,0.00016
Japan,R32,Bosnia and Herzegovina,0.00013
Japan,R32,Qatar,7e-05
Japan,R32,Curaçao,3e-05
Japan,SF,Spain,0.01877
Japan,SF,Argentina,0.0127
Japan,SF,Portugal,0.00996
Japan,SF,Colombia,0.00835
Japan,SF,Belgium,0.00558
Japan,SF,Uruguay,0.00424
Japan,SF,England,0.00225
Japan,SF,Turkey,0.00183
Japan,SF,Switzerland,0.00179
Japan,SF,Algeria,0.00178
Japan,SF,Croatia,0.0016
Japan,SF,Austria,0.00152
Japan,SF,United States,0.0012
Japan,SF,Paraguay,0.00109
Japan,SF,Iran,0.0009
Japan,SF,Canada,0.00072
Japan,SF,Australia,0.00069
Japan,SF,France,0.00047
Japan,SF,Egypt,0.00034
Japan,SF,Germany,0.00031
Japan,SF,Senegal,0.00026
Japan,SF,South Korea,0.00019
Japan,SF,Mexico,0.00018
Japan,SF,Ecuador,0.00017
Japan,SF,Ivory Coast,0.00017
Japan,SF,Czechia,0.00015
Japan,SF,Panama,0.00014
Japan,SF,Norway,0.00011
Japan,SF,Bosnia and Herzegovina,9e-05
Japan,SF,Netherlands,8e-05
Japan,SF,South Africa,7e-05
Japan,SF,Ghana,6e-05
Japan,SF,Saudi Arabia,5e-05
Japan,SF,Morocco,4e-05
Japan,SF,Uzbekistan,3e-05
Japan,SF,DR Congo,3e-05
Japan,SF,Scotland,2e-05
Japan,SF,Brazil,2e-05
Japan,SF,Cape Verde,1e-05
Japan,SF,New Zealand,1e-05
Japan,SF,Jordan,1e-05
Jordan,FINAL,England,1e-05
Jordan,FINAL,Argentina,1e-05
Jordan,QF,Spain,0.00147
Jordan,QF,Argentina,0.00112
Jordan,QF,Portugal,0.00054
Jordan,QF,Colombia,0.00053
Jordan,QF,Uruguay,0.00034
Jordan,QF,Belgium,0.00026
Jordan,QF,England,0.00022
Jordan,QF,Croatia,0.00017
Jordan,QF,Austria,0.00017
Jordan,QF,Algeria,0.00016
Jordan,QF,Iran,0.00015
Jordan,QF,Switzerland,0.00014
Jordan,QF,Turkey,0.00013
Jordan,QF,Canada,7e-05
Jordan,QF,Paraguay,7e-05
Jordan,QF,United States,7e-05
Jordan,QF,Brazil,6e-05
Jordan,QF,Egypt,5e-05
Jordan,QF,Australia,5e-05
Jordan,QF,Norway,4e-05
Jordan,QF,Netherlands,4e-05
Jordan,QF,France,4e-05
Jordan,QF,Saudi Arabia,3e-05
Jordan,QF,Senegal,3e-05
Jordan,QF,Morocco,3e-05
Jordan,QF,Japan,3e-05
Jordan,QF,Sweden,2e-05
Jordan,QF,Ivory Coast,2e-05
Jordan,QF,Panama,2e-05
Jordan,QF,Cape Verde,1e-05
Jordan,QF,Germany,1e-05
Jordan,QF,Mexico,1e-05
Jordan,QF,Czechia,1e-05
Jordan,QF,South Korea,1e-05
Jordan,QF,Uzbekistan,1e-05
Jordan,QF,Iraq,1e-05
Jordan,QF,Scotland,1e-05
Jordan,QF,New Zealand,1e-05
Jordan,QF,South Africa,1e-05
Jordan,R16,Portugal,0.00671
Jordan,R16,Colombia,0.00657
Jordan,R16,Belgium,0.00336
Jordan,R16,Turkey,0.00152
Jordan,R16,Iran,0.00144
Jordan,R16,Croatia,0.00139
Jordan,R16,Paraguay,0.0012
Jordan,R16,United States,0.00106
Jordan,R16,England,0.00101
Jordan,R16,Mexico,0.00075
Jordan,R16,Australia,0.00073
Jordan,R16,Panama,0.0007
Jordan,R16,Czechia,0.00067
Jordan,R16,Egypt,0.00058
Jordan,R16,South Korea,0.00056
Jordan,R16,Uzbekistan,0.00038
Jordan,R16,Senegal,0.00033
Jordan,R16,Ghana,0.00032
Jordan,R16,Switzerland,0.00031
Jordan,R16,Ecuador,0.0003
Jordan,R16,Ivory Coast,0.0003
Jordan,R16,Norway,0.00028
Jordan,R16,South Africa,0.00028
Jordan,R16,Canada,0.00027
Jordan,R16,Bosnia and Herzegovina,0.00025
Jordan,R16,DR Congo,0.00018
Jordan,R16,France,0.00016
Jordan,R16,Germany,0.00015
Jordan,R16,Saudi Arabia,0.00015
Jordan,R16,Uruguay,0.00013
Jordan,R16,Cape Verde,0.00013
Jordan,R16,New Zealand,0.00011
Jordan,R16,Qatar,0.0001
Jordan,R16,Brazil,6e-05
Jordan,R16,Spain,3e-05
Jordan,R16,Scotland,3e-05
Jordan,R16,Morocco,2e-05
Jordan,R16,Iraq,1e-05
Jordan,R32,Spain,0.07353
Jordan,R32,Switzerland,0.03147
Jordan,R32,Uruguay,0.02517
Jordan,R32,Canada,0.02492
Jordan,R32,Belgium,0.01068
Jordan,R32,Turkey,0.0088
Jordan,R32,Paraguay,0.00667
Jordan,R32,England,0.00638
Jordan,R32,United States,0.00622
Jordan,R32,Iran,0.00476
Jordan,R32,Australia,0.00474
Jordan,R32,Bosnia and Herzegovina,0.00375
Jordan,R32,Croatia,0.00292
Jordan,R32,Egypt,0.0025
Jordan,R32,Saudi Arabia,0.00185
Jordan,R32,Portugal,0.00157
Jordan,R32,Qatar,0.00141
Jordan,R32,Cape Verde,0.00111
Jordan,R32,Colombia,0.00101
Jordan,R32,New Zealand,0.00054
Jordan,R32,Panama,0.00034
Jordan,R32,Ghana,0.00021
Jordan,R32,Uzbekistan,0.0001
Jordan,R32,DR Congo,9e-05
Jordan,SF,France,0.00019
Jordan,SF,Brazil,0.00011
Jordan,SF,England,9e-05
Jordan,SF,Germany,6e-05
Jordan,SF,Netherlands,5e-05
Jordan,SF,Ecuador,3e-05
Jordan,SF,Argentina,3e-05
Jordan,SF,Morocco,3e-05
Jordan,SF,Colombia,2e-05
Jordan,SF,Senegal,2e-05
Jordan,SF,Croatia,1e-05
Jordan,SF,Iraq,1e-05
Jordan,SF,Tunisia,1e-05
Jordan,SF,Mexico,1e-05
Jordan,SF,Japan,1e-05
Jordan,SF,Norway,1e-05
Mexico,FINAL,Spain,0.00196
Mexico,FINAL,France,0.00152
Mexico,FINAL,Argentina,0.00085
Mexico,FINAL,Portugal,0.00075
Mexico,FINAL,Netherlands,0.00053
Mexico,FINAL,Brazil,0.00053
Mexico,FINAL,Colombia,0.00047
Mexico,FINAL,England,0.00045
Mexico,FINAL,Germany,0.00043
Mexico,FINAL,Morocco,0.00031
Mexico,FINAL,Belgium,0.00028
Mexico,FINAL,Uruguay,0.0002
Mexico,FINAL,Croatia,0.00016
Mexico,FINAL,Japan,0.00016
Mexico,FINAL,Switzerland,0.00011
Mexico,FINAL,Ecuador,0.00011
Mexico,FINAL,Senegal,0.00011
Mexico,FINAL,Austria,0.0001
Mexico,FINAL,Paraguay,9e-05
Mexico,FINAL,Scotland,7e-05
Mexico,FINAL,Algeria,7e-05
Mexico,FINAL,Turkey,7e-05
Mexico,FINAL,United States,6e-05
Mexico,FINAL,Australia,4e-05
Mexico,FINAL,Czechia,4e-05
Mexico,FINAL,Egypt,4e-05
Mexico,FINAL,Iran,3e-05
Mexico,FINAL,Ivory Coast,3e-05
Mexico,FINAL,South Korea,3e-05
Mexico,FINAL,Canada,2e-05
Mexico,FINAL,South Africa,1e-05
Mexico,FINAL,Tunisia,1e-05
Mexico,FINAL,Sweden,1e-05
Mexico,FINAL,Norway,1e-05
Mexico,QF,Brazil,0.03783
Mexico,QF,France,0.03692
Mexico,QF,Germany,0.02126
Mexico,QF,Senegal,0.0172
Mexico,QF,Ecuador,0.01299
Mexico,QF,Morocco,0.01263
Mexico,QF,Netherlands,0.01246
Mexico,QF,Japan,0.01014
Mexico,QF,Spain,0.00827
Mexico,QF,Norway,0.00638
Mexico,QF,Ivory Coast,0.00579
Mexico,QF,Scotland,0.00372
Mexico,QF,Sweden,0.00359
Mexico,QF,Colombia,0.00214
Mexico,QF,Portugal,0.00203
Mexico,QF,Tunisia,0.0015
Mexico,QF,Uruguay,0.00119
Mexico,QF,Argentina,0.00117
Mexico,QF,England,0.00105
Mexico,QF,Croatia,0.00092
Mexico,QF,United States,0.0008
Mexico,QF,Turkey,0.00073
Mexico,QF,Algeria,0.00065
Mexico,QF,Paraguay,0.00065
Mexico,QF,Austria,0.0006
Mexico,QF,Australia,0.00046
Mexico,QF,Iraq,0.00032
Mexico,QF,Haiti,0.00013
Mexico,QF,Egypt,0.00013
Mexico,QF,Belgium,0.00011
Mexico,QF,Iran,9e-05
Mexico,QF,Panama,8e-05
Mexico,QF,Saudi Arabia,4e-05
Mexico,QF,DR Congo,4e-05
Mexico,QF,Curaçao,2e-05
Mexico,QF,South Korea,2e-05
Mexico,QF,Czechia,2e-05
Mexico,QF,Uzbekistan,2e-05
Mexico,QF,Ghana,2e-05
Mexico,QF,Jordan,1e-05
Mexico,QF,Canada,1e-05
Mexico,QF,New Zealand,1e-05
Mexico,QF,Switzerland,1e-05
Mexico,R16,England,0.19483
Mexico,R16,Croatia,0.08221
Mexico,R16,Netherlands,0.05608
Mexico,R16,Morocco,0.02758
Mexico,R16,Brazil,0.02459
Mexico,R16,Japan,0.02299
Mexico,R16,Colombia,0.01632
Mexico,R16,Portugal,0.01561
Mexico,R16,Uzbekistan,0.01467
Mexico,R16,Scotland,0.0138
Mexico,R16,Senegal,0.01209
Mexico,R16,DR Congo,0.00992
Mexico,R16,Turkey,0.00924
Mexico,R16,Sweden,0.00915
Mexico,R16,Norway,0.00913
Mexico,R16,United States,0.00723
Mexico,R16,Panama,0.00691
Mexico,R16,Paraguay,0.00622
Mexico,R16,Ivory Coast,0.00479
Mexico,R16,Australia,0.00473
Mexico,R16,France,0.00438
Mexico,R16,Austria,0.00363
Mexico,R16,Algeria,0.00356
Mexico,R16,Ecuador,0.00353
Mexico,R16,Tunisia,0.0029
Mexico,R16,Ghana,0.00275
Mexico,R16,Germany,0.00239
Mexico,R16,Iraq,0.00221
Mexico,R16,Bosnia and Herzegovina,0.00176
Mexico,R16,Canada,0.00167
Mexico,R16,Switzerland,0.00159
Mexico,R16,Haiti,0.00133
Mexico,R16,Argentina,0.0012
Mexico,R16,Jordan,0.00075
Mexico,R16,Qatar,0.00066
Mexico,R16,Uruguay,0.00027
Mexico,R16,Curaçao,0.00023
Mexico,R16,Saudi Arabia,0.00011
Mexico,R16,Spain,7e-05
Mexico,R16,Cape Verde,5e-05
Mexico,R16,Belgium,2e-05
Mexico,R16,New Zealand,1e-05
Mexico,R32,Canada,0.11075
Mexico,R32,Switzerland,0.09342
Mexico,R32,Ivory Coast,0.09265
Mexico,R32,Scotland,0.07143
Mexico,R32,Saudi Arabia,0.06265
Mexico,R32,Belgium,0.06185
Mexico,R32,Ecuador,0.06133
Mexico,R32,Cape Verde,0.06069
Mexico,R32,Morocco,0.04664
Mexico,R32,Bosnia and Herzegovina,0.04179
Mexico,R32,Germany,0.03309
Mexico,R32,Uruguay,0.03141
Mexico,R32,Haiti,0.02643
Mexico,R32,Iran,0.02637
Mexico,R32,Brazil,0.0262
Mexico,R32,Curaçao,0.02033
Mexico,R32,Qatar,0.01974
Mexico,R32,Egypt,0.0126
Mexico,R32,Norway,0.00879
Mexico,R32,Senegal,0.00555
Mexico,R32,Spain,0.00501
Mexico,R32,Iraq,0.00286
Mexico,R32,New Zealand,0.00229
Mexico,R32,Japan,0.00123
Mexico,R32,Sweden,0.00122
Mexico,R32,France,0.00103
Mexico,R32,Tunisia,0.00099
Mexico,R32,Netherlands,0.00057
Mexico,SF,Argentina,0.01475
Mexico,SF,Portugal,0.00842
Mexico,SF,Spain,0.00602
Mexico,SF,Colombia,0.0059
Mexico,SF,Uruguay,0.00313
Mexico,SF,Switzerland,0.00203
Mexico,SF,Belgium,0.00198
Mexico,SF,Algeria,0.00116
Mexico,SF,France,0.00109
Mexico,SF,Austria,0.00094
Mexico,SF,England,0.00088
Mexico,SF,Turkey,0.00084
Mexico,SF,Canada,0.0008
Mexico,SF,Croatia,0.00072
Mexico,SF,United States,0.00069
Mexico,SF,Iran,0.0006
Mexico,SF,Paraguay,0.00055
Mexico,SF,Australia,0.00038
Mexico,SF,Egypt,0.00035
Mexico,SF,Germany,0.00034
Mexico,SF,Brazil,0.0002
Mexico,SF,Senegal,0.00019
Mexico,SF,Japan,0.00018
Mexico,SF,Netherlands,0.00017
Mexico,SF,Ivory Coast,0.00013
Mexico,SF,Ecuador,0.00012
Mexico,SF,Morocco,0.0001
Mexico,SF,South Korea,8e-05
Mexico,SF,Czechia,8e-05
Mexico,SF,Panama,7e-05
Mexico,SF,New Zealand,6e-05
Mexico,SF,Scotland,4e-05
Mexico,SF,Uzbekistan,4e-05
Mexico,SF,Norway,3e-05
Mexico,SF,DR Congo,3e-05
Mexico,SF,Ghana,2e-05
Mexico,SF,Bosnia and Herzegovina,2e-05
Mexico,SF,Saudi Arabia,2e-05
Mexico,SF,Jordan,1e-05
Mexico,SF,Tunisia,1e-05
Mexico,SF,South Africa,1e-05
Morocco,FINAL,France,0.00633
Morocco,FINAL,Spain,0.00617
Morocco,FINAL,Argentina,0.0056
Morocco,FINAL,Brazil,0.00479
Morocco,FINAL,Portugal,0.00431
Morocco,FINAL,England,0.00273
Morocco,FINAL,Colombia,0.0023
Morocco,FINAL,Netherlands,0.00178
Morocco,FINAL,Germany,0.0014
Morocco,FINAL,Uruguay,0.00131
Morocco,FINAL,Belgium,0.00108
Morocco,FINAL,Croatia,0.00077
Morocco,FINAL,Senegal,0.0006
Morocco,FINAL,Japan,0.00058
Morocco,FINAL,Switzerland,0.00052
Morocco,FINAL,Algeria,0.00036
Morocco,FINAL,Ecuador,0.00033
Morocco,FINAL,Mexico,0.00031
Morocco,FINAL,Austria,0.00026
Morocco,FINAL,Turkey,0.00023
Morocco,FINAL,United States,0.00022
Morocco,FINAL,Scotland,0.00019
Morocco,FINAL,Paraguay,0.00018
Morocco,FINAL,Ivory Coast,0.00017
Morocco,FINAL,Canada,0.00013
Morocco,FINAL,Iran,0.00012
Morocco,FINAL,Czechia,0.00012
Morocco,FINAL,South Korea,0.00012
Morocco,FINAL,Australia,0.00012
Morocco,FINAL,Egypt,8e-05
Morocco,FINAL,Sweden,6e-05
Morocco,FINAL,Tunisia,4e-05
Morocco,FINAL,Uzbekistan,3e-05
Morocco,FINAL,South Africa,2e-05
Morocco,FINAL,DR Congo,2e-05
Morocco,FINAL,Panama,2e-05
Morocco,FINAL,Norway,1e-05
Morocco,FINAL,Ghana,1e-05
Morocco,QF,France,0.05668
Morocco,QF,England,0.03501
Morocco,QF,Germany,0.02284
Morocco,QF,Brazil,0.01294
Morocco,QF,Mexico,0.01263
Morocco,QF,Croatia,0.01156
Morocco,QF,Senegal,0.01039
Morocco,QF,Netherlands,0.01001
Morocco,QF,Ecuador,0.00943
Morocco,QF,Scotland,0.00625
Morocco,QF,Ivory Coast,0.00522
Morocco,QF,Japan,0.00519
Morocco,QF,Czechia,0.00402
Morocco,QF,Norway,0.00357
Morocco,QF,South Korea,0.00352
Morocco,QF,Colombia,0.00258
Morocco,QF,Portugal,0.00249
Morocco,QF,Sweden,0.00213
Morocco,QF,Turkey,0.00174
Morocco,QF,Paraguay,0.00156
Morocco,QF,Switzerland,0.00155
Morocco,QF,Uruguay,0.0014
Morocco,QF,Canada,0.00128
Morocco,QF,United States,0.00126
Morocco,QF,Australia,0.00121
Morocco,QF,Tunisia,0.00107
Morocco,QF,Uzbekistan,0.00102
Morocco,QF,Panama,0.00055
Morocco,QF,DR Congo,0.00054
Morocco,QF,South Africa,0.00052
Morocco,QF,Spain,0.00048
Morocco,QF,Cape Verde,0.00042
Morocco,QF,Saudi Arabia,0.00039
Morocco,QF,Algeria,0.00034
Morocco,QF,Austria,0.00029
Morocco,QF,Haiti,0.00025
Morocco,QF,Iran,0.00024
Morocco,QF,Belgium,0.00022
Morocco,QF,Egypt,0.0002
Morocco,QF,Iraq,0.00017
Morocco,QF,Bosnia and Herzegovina,0.00016
Morocco,QF,Ghana,0.00013
Morocco,QF,Argentina,0.00012
Morocco,QF,Qatar,4e-05
Morocco,QF,Curaçao,4e-05
Morocco,QF,Jordan,3e-05
Morocco,QF,New Zealand,1e-05
Morocco,R16,France,0.05473
Morocco,R16,Senegal,0.04577
Morocco,R16,Switzerland,0.03697
Morocco,R16,Canada,0.0357
Morocco,R16,Ecuador,0.0299
Morocco,R16,Norway,0.02927
Morocco,R16,Germany,0.02873
Morocco,R16,Czechia,0.02806
Morocco,R16,Mexico,0.02758
Morocco,R16,South Korea,0.02617
Morocco,R16,England,0.02176
Morocco,R16,Ivory Coast,0.01757
Morocco,R16,Croatia,0.00865
Morocco,R16,Bosnia and Herzegovina,0.00792
Morocco,R16,South Africa,0.00711
Morocco,R16,Qatar,0.00299
Morocco,R16,Iraq,0.00229
Morocco,R16,Colombia,0.00169
Morocco,R16,Japan,0.0015
Morocco,R16,Uzbekistan,0.00149
Morocco,R16,Netherlands,0.00122
Morocco,R16,Portugal,0.0012
Morocco,R16,Australia,0.00119
Morocco,R16,Turkey,0.00118
Morocco,R16,Paraguay,0.00106
Morocco,R16,Sweden,0.00103
Morocco,R16,United States,0.00101
Morocco,R16,DR Congo,0.00086
Morocco,R16,Tunisia,0.00078
Morocco,R16,Panama,0.00061
Morocco,R16,Curaçao,0.00045
Morocco,R16,Austria,0.00032
Morocco,R16,Algeria,0.0003
Morocco,R16,Ghana,0.00029
Morocco,R16,Uruguay,0.00023
Morocco,R16,Egypt,0.00018
Morocco,R16,Saudi Arabia,0.00013
Morocco,R16,Cape Verde,0.00013
Morocco,R16,Belgium,0.00012
Morocco,R16,Iran,0.00012
Morocco,R16,Argentina,0.00011
Morocco,R16,New Zealand,4e-05
Morocco,R16,Spain,3e-05
Morocco,R16,Jordan,2e-05
Morocco,R32,Netherlands,0.28383
Morocco,R32,Japan,0.20197
Morocco,R32,Sweden,0.11789
Morocco,R32,Germany,0.06558
Morocco,R32,Tunisia,0.05891
Morocco,R32,Mexico,0.04664
Morocco,R32,Ecuador,0.03406
Morocco,R32,Czechia,0.01744
Morocco,R32,Ivory Coast,0.01599
Morocco,R32,South Korea,0.01461
Morocco,R32,South Africa,0.00266
Morocco,R32,France,0.00078
