winner,loser,prob
Scotland,Saudi Arabia,0.00016
Egypt,Scotland,0.00016
Uzbekistan,Japan,0.00016
Jordan,Czechia,0.00016
Uzbekistan,Bosnia and Herzegovina,0.00016
South Africa,Portugal,0.00016
Tunisia,England,0.00016
Ghana,Scotland,0.00016
Curaçao,Canada,0.00016
South Africa,Senegal,0.00015
Iraq,Switzerland,0.00015
Czechia,Iraq,0.00015
Panama,Senegal,0.00015
Bosnia and Herzegovina,DR Congo,0.00015
South Korea,Panama,0.00015
Mexico,Czechia,0.00015
Curaçao,Mexico,0.00015
Bosnia and Herzegovina,Spain,0.00015
Scotland,Cape Verde,0.00015
Uzbekistan,Sweden,0.00015
Paraguay,United States,0.00015
Bosnia and Herzegovina,Haiti,0.00015
Sweden,Cape Verde,0.00014
Jordan,Saudi Arabia,0.00014
DR Congo,Qatar,0.00014
South Africa,Uruguay,0.00014
Norway,Jordan,0.00014
Scotland,Curaçao,0.00014
Portugal,Haiti,0.00014
Morocco,Panama,0.00014
Haiti,Tunisia,0.00014
Sweden,Saudi Arabia,0.00014
Iraq,Bosnia and Herzegovina,0.00014
Iraq,DR Congo,0.00013
Ghana,Czechia,0.00013
DR Congo,New Zealand,0.00013
Uruguay,Tunisia,0.00013
Uzbekistan,Turkey,0.00013
Haiti,Switzerland,0.00013
United States,Paraguay,0.00013
Saudi Arabia,Spain,0.00013
South Africa,Croatia,0.00013
South Africa,Colombia,0.00013
Czechia,Mexico,0.00013
Japan,New Zealand,0.00013
South Africa,Haiti,0.00012
Saudi Arabia,Netherlands,0.00012
Uzbekistan,Iraq,0.00012
Iraq,Curaçao,0.00012
Egypt,Curaçao,0.00012
Paraguay,Ghana,0.00012
Iran,Tunisia,0.00012
DR Congo,Jordan,0.00012
Belgium,New Zealand,0.00012
Jordan,Spain,0.00012
Qatar,Croatia,0.00011
DR Congo,Paraguay,0.00011
Curaçao,Qatar,0.00011
Panama,Cape Verde,0.00011
Iraq,Scotland,0.00011
Curaçao,Bosnia and Herzegovina,0.00011
Cape Verde,Germany,0.00011
Brazil,Haiti,0.00011
Saudi Arabia,Uruguay,0.00011
Iraq,Morocco,0.00011
Croatia,Curaçao,0.00011
Ivory Coast,Panama,0.00011
Panama,United States,0.00011
England,Panama,0.00011
Curaçao,Portugal,0.0001
Tunisia,Belgium,0.0001
New Zealand,Spain,0.0001
Algeria,Iraq,0.0001
Tunisia,Netherlands,0.0001
Mexico,South Korea,0.0001
Austria,Jordan,0.0001
Qatar,Portugal,0.0001
Panama,Ivory Coast,0.0001
Curaçao,Colombia,0.0001
Ghana,France,0.0001
Jordan,DR Congo,0.0001
Panama,South Korea,0.0001
Qatar,Curaçao,0.0001
Panama,Qatar,0.0001
Saudi Arabia,Scotland,0.0001
Uzbekistan,New Zealand,0.0001
England,Qatar,0.0001
Iran,New Zealand,0.0001
Japan,Panama,0.0001
Croatia,Tunisia,0.0001
Sweden,New Zealand,0.0001
Iraq,New Zealand,9e-05
Panama,Australia,9e-05
Panama,New Zealand,9e-05
Haiti,Senegal,9e-05
Cape Verde,Uruguay,9e-05
Qatar,Iraq,9e-05
Haiti,Ecuador,9e-05
Ghana,Brazil,9e-05
Turkey,Haiti,9e-05
DR Congo,France,9e-05
Jordan,Paraguay,9e-05
New Zealand,Panama,9e-05
Czechia,Panama,9e-05
Ghana,Netherlands,9e-05
Cape Verde,Japan,9e-05
South Korea,Jordan,9e-05
Sweden,Uzbekistan,9e-05
Qatar,Tunisia,9e-05
Panama,Brazil,9e-05
Bosnia and Herzegovina,Argentina,9e-05
Qatar,Norway,9e-05
Curaçao,United States,9e-05
Iraq,Japan,8e-05
South Africa,Norway,8e-05
Colombia,Haiti,8e-05
Curaçao,Iran,8e-05
United States,Haiti,8e-05
Scotland,Panama,8e-05
Tunisia,Colombia,8e-05
Tunisia,Qatar,8e-05
Cape Verde,Panama,8e-05
Germany,Jordan,8e-05
DR Congo,Haiti,8e-05
Iraq,Sweden,8e-05
Japan,Tunisia,8e-05
Croatia,Haiti,8e-05
Tunisia,Argentina,8e-05
DR Congo,Curaçao,8e-05
Jordan,Turkey,8e-05
Uzbekistan,France,7e-05
Paraguay,Turkey,7e-05
Saudi Arabia,Iraq,7e-05
DR Congo,Sweden,7e-05
Uzbekistan,Paraguay,7e-05
Ghana,Japan,7e-05
New Zealand,Germany,7e-05
Netherlands,Panama,7e-05
Tunisia,Japan,7e-05
Tunisia,Sweden,7e-05
Curaçao,England,7e-05
Paraguay,Uzbekistan,7e-05
Jordan,Ecuador,7e-05
Tunisia,South Africa,7e-05
Ivory Coast,Jordan,7e-05
Iraq,Qatar,7e-05
Qatar,Uruguay,7e-05
Panama,Paraguay,7e-05
Canada,Switzerland,7e-05
Cape Verde,Morocco,7e-05
Panama,Czechia,7e-05
Tunisia,Portugal,7e-05
South Africa,Tunisia,6e-05
Norway,France,6e-05
Qatar,Saudi Arabia,6e-05
Egypt,Tunisia,6e-05
Tunisia,Spain,6e-05
Jordan,South Africa,6e-05
South Korea,Mexico,6e-05
Austria,Iraq,6e-05
Jordan,Senegal,6e-05
Uzbekistan,Curaçao,6e-05
Sweden,Tunisia,6e-05
Panama,Jordan,6e-05
Sweden,Panama,6e-05
Jordan,South Korea,6e-05
Cape Verde,Netherlands,6e-05
DR Congo,South Africa,6e-05
Sweden,Curaçao,6e-05
South Africa,Jordan,6e-05
Tunisia,Austria,6e-05
Iraq,Uruguay,6e-05
Qatar,Cape Verde,6e-05
Qatar,DR Congo,6e-05
Cape Verde,Brazil,5e-05
Paraguay,Iraq,5e-05
DR Congo,Portugal,5e-05
Iraq,Netherlands,5e-05
Ghana,South Africa,5e-05
Ghana,Curaçao,5e-05
Jordan,Uzbekistan,5e-05
Tunisia,Iraq,5e-05
Panama,Scotland,5e-05
Qatar,Haiti,5e-05
Saudi Arabia,Panama,5e-05
Spain,Haiti,5e-05
Iraq,Uzbekistan,5e-05
Curaçao,Ghana,5e-05
France,Iraq,5e-05
Cape Verde,Sweden,5e-05
Haiti,Canada,5e-05
New Zealand,Iraq,5e-05
New Zealand,DR Congo,5e-05
Curaçao,Belgium,5e-05
Iraq,Turkey,5e-05
Spain,Curaçao,5e-05
Tunisia,Croatia,5e-05
Paraguay,Panama,4e-05
Jordan,Panama,4e-05
Panama,Morocco,4e-05
Haiti,Qatar,4e-05
Saudi Arabia,Sweden,4e-05
DR Congo,Colombia,4e-05
South Africa,Iraq,4e-05
France,Jordan,4e-05
Ghana,Sweden,4e-05
Panama,Saudi Arabia,4e-05
Bosnia and Herzegovina,Uzbekistan,4e-05
New Zealand,Uzbekistan,4e-05
Haiti,South Africa,4e-05
Panama,Sweden,4e-05
Egypt,New Zealand,4e-05
Panama,Iraq,4e-05
Algeria,Curaçao,4e-05
Panama,France,4e-05
Austria,Tunisia,4e-05
Haiti,Bosnia and Herzegovina,4e-05
Qatar,France,4e-05
Scotland,New Zealand,4e-05
Iraq,Paraguay,4e-05
Ghana,Turkey,4e-05
Brazil,Jordan,4e-05
Iraq,Czechia,4e-05
Uzbekistan,Portugal,3e-05
Panama,Netherlands,3e-05
Jordan,Norway,3e-05
Qatar,Panama,3e-05
Curaçao,Scotland,3e-05
Cape Verde,Spain,3e-05
Brazil,New Zealand,3e-05
South Africa,DR Congo,3e-05
Uzbekistan,Haiti,3e-05
Panama,Germany,3e-05
Bosnia and Herzegovina,Switzerland,3e-05
Curaçao,Japan,3e-05
Cape Verde,Scotland,3e-05
Tunisia,Curaçao,3e-05
Netherlands,New Zealand,3e-05
Jordan,Ivory Coast,3e-05
Haiti,Ghana,3e-05
Tunisia,Iran,3e-05
Jordan,Mexico,3e-05
Jordan,Austria,3e-05
Algeria,Tunisia,3e-05
Curaçao,Iraq,3e-05
Japan,Jordan,3e-05
Netherlands,Jordan,3e-05
New Zealand,Curaçao,3e-05
Canada,Bosnia and Herzegovina,3e-05
Panama,Turkey,3e-05
Morocco,Haiti,3e-05
Scotland,Haiti,3e-05
Tunisia,Uruguay,3e-05
Switzerland,Bosnia and Herzegovina,3e-05
Uzbekistan,Qatar,3e-05
Curaçao,Haiti,3e-05
Haiti,Norway,3e-05
Curaçao,Turkey,3e-05
Qatar,Uzbekistan,3e-05
Uruguay,Curaçao,3e-05
Australia,Haiti,3e-05
Curaçao,Egypt,2e-05
Uruguay,Haiti,2e-05
Curaçao,Croatia,2e-05
Tunisia,New Zealand,2e-05
Iraq,Saudi Arabia,2e-05
Curaçao,France,2e-05
Tunisia,Cape Verde,2e-05
Mexico,South Africa,2e-05
Haiti,Uzbekistan,2e-05
Uzbekistan,Colombia,2e-05
Norway,Iraq,2e-05
Iraq,France,2e-05
Curaçao,South Africa,2e-05
Curaçao,Czechia,2e-05
Ghana,Paraguay,2e-05
Iraq,Argentina,2e-05
Argentina,Curaçao,2e-05
Croatia,Ghana,2e-05
Curaçao,DR Congo,2e-05
South Korea,South Africa,2e-05
Panama,Curaçao,2e-05
Bosnia and Herzegovina,England,2e-05
Tunisia,Algeria,2e-05
Tunisia,Saudi Arabia,2e-05
Curaçao,Paraguay,2e-05
Haiti,DR Congo,2e-05
Turkey,Panama,2e-05
Haiti,Curaçao,2e-05
South Africa,Curaçao,2e-05
South Africa,Uzbekistan,2e-05
Iraq,Panama,2e-05
Iraq,South Africa,2e-05
South Africa,Argentina,2e-05
Uzbekistan,Jordan,2e-05
Ghana,Haiti,2e-05
Qatar,Argentina,2e-05
Curaçao,Netherlands,2e-05
Switzerland,Qatar,2e-05
Ghana,England,2e-05
Tunisia,Egypt,2e-05
Panama,England,1e-05
South Africa,Czechia,1e-05
Haiti,Australia,1e-05
Tunisia,Panama,1e-05
Tunisia,Uzbekistan,1e-05
Austria,Haiti,1e-05
Iraq,Norway,1e-05
South Africa,Panama,1e-05
Czechia,South Africa,1e-05
Tunisia,Ghana,1e-05
Curaçao,Sweden,1e-05
New Zealand,Netherlands,1e-05
Ghana,Croatia,1e-05
Panama,Tunisia,1e-05
Iraq,Jordan,1e-05
Jordan,Iraq,1e-05
Paraguay,Haiti,1e-05
Curaçao,Saudi Arabia,1e-05
Curaçao,Brazil,1e-05
Scotland,Jordan,1e-05
Haiti,Algeria,1e-05
Curaçao,New Zealand,1e-05
Cape Verde,Iraq,1e-05
New Zealand,Belgium,1e-05
Saudi Arabia,Haiti,1e-05
Jordan,Scotland,1e-05
Haiti,Egypt,1e-05
Uzbekistan,South Africa,1e-05
Cape Verde,Curaçao,1e-05
South Africa,Ghana,1e-05
Iraq,Austria,1e-05
Morocco,Jordan,1e-05
Austria,Curaçao,1e-05
Algeria,Haiti,1e-05
Jordan,Brazil,1e-05
Cape Verde,Saudi Arabia,1e-05
Turkey,Paraguay,1e-05
Tunisia,DR Congo,1e-05
Belgium,Haiti,1e-05
Iraq,Spain,1e-05
Croatia,Panama,1e-05
Panama,Japan,1e-05
Haiti,Brazil,1e-05
New Zealand,Egypt,1e-05
Haiti,Jordan,1e-05
Morocco,New Zealand,1e-05
Jordan,Germany,1e-05
Iraq,Tunisia,1e-05
New Zealand,Sweden,1e-05
New Zealand,England,1e-05
New Zealand,Haiti,1e-05
Iraq,Cape Verde,1e-05
New Zealand,Tunisia,1e-05
